balls,strikes,outs,is_first_base,is_second_base,is_third_base,total_runs,count,average_runs
0,3,1,False,True,False,5603.0,1795,0.3203640906657148
0,3,1,False,True,True,1357.0,767,0.5652173913043478
0,3,1,True,False,False,13391.0,3232,0.24135613471734746
0,3,1,True,False,True,2903.0,1556,0.5359972442301068
0,3,1,True,True,False,5660.0,2691,0.4754416961130742
0,3,1,True,True,True,2136.0,1663,0.778558052434457
0,3,2,False,False,False,0,0,0
0,3,2,False,False,True,0,0,0
0,3,2,False,True,False,0,0,0
0,3,2,False,True,True,0,0,0
0,3,2,True,False,False,0,0,0
0,3,2,True,False,True,0,0,0
0,3,2,True,True,False,0,0,0
0,3,2,True,True,True,0,0,0
0,3,3,False,False,False,0,0,0
0,3,3,False,False,True,0,0,0
0,3,3,False,True,False,0,0,0
0,3,3,False,True,True,0,0,0
0,3,3,True,False,False,0,0,0
0,3,3,True,False,True,0,0,0
0,3,3,True,True,False,0,0,0
0,3,3,True,True,True,0,0,0
1,0,0,False,False,False,16668.0,9186,0.5511159107271418
1,0,0,False,False,True,131.0,190,1.450381679389313
1,0,0,False,True,False,1251.0,1520,1.2150279776179056
1,0,0,False,True,True,253.0,521,2.059288537549407
1,0,0,True,False,False,4017.0,3841,0.9561862086133931
1,0,0,True,False,True,318.0,592,1.8616352201257862
1,0,0,True,True,False,1025.0,1558,1.52
1,0,0,True,True,True,283.0,668,2.360424028268551
1,0,1,False,False,False,12293.0,3653,0.2971609859269503
1,0,1,False,False,True,594.0,594,1.0
1,0,1,False,True,False,1897.0,1464,0.771744860305746
1,0,1,False,True,True,534.0,767,1.4363295880149813
1,0,1,True,False,False,4862.0,2842,0.5845331139448786
1,0,1,True,False,True,735.0,951,1.2938775510204081
1,0,1,True,True,False,1729.0,1806,1.0445344129554657
1,0,1,True,True,True,627.0,1063,1.6953748006379585
1,0,2,False,False,False,9875.0,1206,0.12212658227848101
1,0,2,False,False,True,972.0,358,0.3683127572016461
1,0,2,False,True,False,2466.0,825,0.33454987834549876
1,0,2,False,True,True,657.0,407,0.619482496194825
1,0,2,True,False,False,4970.0,1320,0.2655935613682093
1,0,2,True,False,True,1087.0,670,0.6163753449862005
1,0,2,True,True,False,2138.0,1164,0.5444340505144996
1,0,2,True,True,True,823.0,745,0.905224787363305
1,0,3,False,False,False,0,0,0
1,0,3,False,False,True,0,0,0
1,0,3,False,True,False,0,0,0
1,0,3,False,True,True,0,0,0
1,0,3,True,False,False,0,0,0
1,0,3,True,False,True,0,0,0
1,0,3,True,True,False,0,0,0
1,0,3,True,True,True,0,0,0
1,1,0,False,False,False,18043.0,8909,0.49376489497311976
1,1,0,False,False,True,154.0,239,1.551948051948052
1,1,0,False,True,False,1243.0,1402,1.1279163314561544
1,1,0,False,True,True,248.0,478,1.9274193548387097
1,1,0,True,False,False,3803.0,3395,0.8927162766237181
1,1,0,True,False,True,333.0,572,1.7177177177177176
1,1,0,True,True,False,994.0,1437,1.4456740442655935
1,1,0,True,True,True,296.0,675,2.2804054054054053
1,1,1,False,False,False,13183.0,3514,0.26655541227338236
1,1,1,False,False,True,543.0,506,0.9318600368324125
1,1,1,False,True,False,2014.0,1426,0.7080436941410129
1,1,1,False,True,True,522.0,713,1.3659003831417624
1,1,1,True,False,False,4693.0,2446,0.5212017898998509
1,1,1,True,False,True,682.0,779,1.1422287390029326
1,1,1,True,True,False,1695.0,1546,0.912094395280236
1,1,1,True,True,True,603.0,967,1.6036484245439468
1,1,2,False,False,False,10577.0,1110,0.10494469131133592
1,1,2,False,False,True,1004.0,373,0.3715139442231076
1,1,2,False,True,False,2533.0,712,0.2810896170548756
1,1,2,False,True,True,679.0,347,0.5110456553755522
1,1,2,True,False,False,4719.0,1069,0.2265310447128629
1,1,2,True,False,True,1015.0,525,0.5172413793103449
1,1,2,True,True,False,2178.0,941,0.43204775022956843
1,1,2,True,True,True,838.0,632,0.7541766109785203
1,1,3,False,False,False,0,0,0
1,1,3,False,False,True,0,0,0
1,1,3,False,True,False,0,0,0
1,1,3,False,True,True,0,0,0
1,1,3,True,False,False,0,0,0
1,1,3,True,False,True,0,0,0
1,1,3,True,True,False,0,0,0
1,1,3,True,True,True,0,0,0
1,2,0,False,False,False,17506.0,7643,0.43659316805666626
1,2,0,False,False,True,140.0,180,1.2857142857142858
1,2,0,False,True,False,1270.0,1295,1.0196850393700787
1,2,0,False,True,True,238.0,417,1.7521008403361344
1,2,0,True,False,False,3556.0,2646,0.7440944881889764
1,2,0,True,False,True,294.0,538,1.8299319727891157
1,2,0,True,True,False,888.0,1048,1.1801801801801801
1,2,0,True,True,True,250.0,512,2.048
1,2,1,False,False,False,12822.0,2867,0.22360006239276245
1,2,1,False,False,True,585.0,481,0.8222222222222222
1,2,1,False,True,False,1954.0,1188,0.6079836233367452
1,2,1,False,True,True,564.0,707,1.25354609929078
1,2,1,True,False,False,4409.0,1913,0.43388523474710816
1,2,1,True,False,True,599.0,588,0.9816360601001669
1,2,1,True,True,False,1703.0,1476,0.8667058132706987
1,2,1,True,True,True,607.0,785,1.2932454695222406
1,2,2,False,False,False,10128.0,734,0.07247235387045814
1,2,2,False,False,True,1010.0,310,0.3069306930693069
1,2,2,False,True,False,2548.0,579,0.22723704866562008
1,2,2,False,True,True,711.0,268,0.3769338959212377
1,2,2,True,False,False,4310.0,812,0.18839907192575406
1,2,2,True,False,True,860.0,349,0.40581395348837207
1,2,2,True,True,False,1994.0,715,0.3585757271815446
1,2,2,True,True,True,789.0,417,0.5285171102661597
1,2,3,False,False,False,0,0,0
1,2,3,False,False,True,0,0,0
1,2,3,False,True,False,0,0,0
1,2,3,False,True,True,0,0,0
1,2,3,True,False,False,0,0,0
1,2,3,True,False,True,0,0,0
1,2,3,True,True,False,0,0,0
1,2,3,True,True,True,0,0,0
1,3,0,False,False,False,32342.0,8863,0.27403994805516046
1,3,0,False,False,True,1363.0,1360,0.9977989728539985
1,3,0,False,True,False,4561.0,3267,0.7162902872177154
1,3,0,False,True,True,1232.0,1706,1.3847402597402598
1,3,0,True,False,False,13240.0,7154,0.5403323262839879
1,3,0,True,False,True,2089.0,2474,1.1842987075155578
1,3,0,True,True,False,4727.0,4504,0.9528242013962344
1,3,0,True,True,True,1616.0,2585,1.5996287128712872
1,3,1,False,False,False,25708.0,2692,0.10471448576318655
1,3,1,False,False,True,2283.0,839,0.36749890494962767
1,3,1,False,True,False,5603.0,1795,0.3203640906657148
1,3,1,False,True,True,1357.0,767,0.5652173913043478
1,3,1,True,False,False,13391.0,3232,0.24135613471734746
1,3,1,True,False,True,2903.0,1556,0.5359972442301068
1,3,1,True,True,False,5660.0,2691,0.4754416961130742
1,3,1,True,True,True,2136.0,1663,0.778558052434457
1,3,2,False,False,False,0,0,0
1,3,2,False,False,True,0,0,0
1,3,2,False,True,False,0,0,0
1,3,2,False,True,True,0,0,0
1,3,2,True,False,False,0,0,0
1,3,2,True,False,True,0,0,0
1,3,2,True,True,False,0,0,0
1,3,2,True,True,True,0,0,0
1,3,3,False,False,False,0,0,0
1,3,3,False,False,True,0,0,0
1,3,3,False,True,False,0,0,0
1,3,3,False,True,True,0,0,0
1,3,3,True,False,False,0,0,0
1,3,3,True,False,True,0,0,0
1,3,3,True,True,False,0,0,0
1,3,3,True,True,True,0,0,0
2,0,0,False,False,False,5456.0,3406,0.624266862170088
2,0,0,False,False,True,58.0,81,1.396551724137931
2,0,0,False,True,False,499.0,638,1.2785571142284569
2,0,0,False,True,True,89.0,185,2.0786516853932584
2,0,0,True,False,False,1255.0,1290,1.0278884462151394
2,0,0,True,False,True,94.0,176,1.872340425531915
2,0,0,True,True,False,336.0,569,1.693452380952381
2,0,0,True,True,True,96.0,226,2.3541666666666665
2,0,1,False,False,False,4017.0,1301,0.32387353746577047
2,0,1,False,False,True,230.0,224,0.9739130434782609
2,0,1,False,True,False,690.0,558,0.808695652173913
2,0,1,False,True,True,203.0,307,1.5123152709359606
2,0,1,True,False,False,1580.0,1031,0.6525316455696203
2,0,1,True,False,True,260.0,375,1.4423076923076923
2,0,1,True,True,False,589.0,710,1.2054329371816639
2,0,1,True,True,True,206.0,361,1.7524271844660195
2,0,2,False,False,False,3426.0,460,0.1342673671920607
2,0,2,False,False,True,377.0,163,0.4323607427055703
2,0,2,False,True,False,963.0,387,0.40186915887850466
2,0,2,False,True,True,274.0,175,0.6386861313868614
2,0,2,True,False,False,1647.0,468,0.28415300546448086
2,0,2,True,False,True,362.0,247,0.6823204419889503
2,0,2,True,True,False,723.0,461,0.6376210235131397
2,0,2,True,True,True,282.0,305,1.0815602836879432
2,0,3,False,False,False,0,0,0
2,0,3,False,False,True,0,0,0
2,0,3,False,True,False,0,0,0
2,0,3,False,True,True,0,0,0
2,0,3,True,False,False,0,0,0
2,0,3,True,False,True,0,0,0
2,0,3,True,True,False,0,0,0
2,0,3,True,True,True,0,0,0
2,1,0,False,False,False,8979.0,5049,0.5623120614767791
2,1,0,False,False,True,111.0,171,1.5405405405405406
2,1,0,False,True,False,735.0,886,1.2054421768707484
2,1,0,False,True,True,136.0,228,1.6764705882352942
2,1,0,True,False,False,1817.0,1789,0.9845899834892681
2,1,0,True,False,True,137.0,236,1.7226277372262773
2,1,0,True,True,False,486.0,758,1.559670781893004
2,1,0,True,True,True,137.0,284,2.072992700729927
2,1,1,False,False,False,6754.0,2065,0.30574474385549305
2,1,1,False,False,True,310.0,270,0.8709677419354839
2,1,1,False,True,False,1134.0,857,0.7557319223985891
2,1,1,False,True,True,278.0,394,1.4172661870503598
2,1,1,True,False,False,2308.0,1274,0.5519930675909879
2,1,1,True,False,True,371.0,473,1.274932614555256
2,1,1,True,True,False,837.0,823,0.983273596176822
2,1,1,True,True,True,271.0,429,1.5830258302583027
2,1,2,False,False,False,5622.0,749,0.13322660974742084
2,1,2,False,False,True,611.0,236,0.3862520458265139
2,1,2,False,True,False,1438.0,461,0.32058414464534074
2,1,2,False,True,True,405.0,232,0.5728395061728395
2,1,2,True,False,False,2462.0,619,0.25142160844841593
2,1,2,True,False,True,533.0,274,0.5140712945590994
2,1,2,True,True,False,1142.0,527,0.46147110332749564
2,1,2,True,True,True,408.0,379,0.928921568627451
2,1,3,False,False,False,0,0,0
2,1,3,False,False,True,0,0,0
2,1,3,False,True,False,0,0,0
2,1,3,False,True,True,0,0,0
2,1,3,True,False,False,0,0,0
2,1,3,True,False,True,0,0,0
2,1,3,True,True,False,0,0,0
2,1,3,True,True,True,0,0,0
2,2,0,False,False,False,14976.0,7095,0.47375801282051283
2,2,0,False,False,True,152.0,236,1.5526315789473684
2,2,0,False,True,False,1157.0,1218,1.052722558340536
2,2,0,False,True,True,191.0,377,1.9738219895287958
2,2,0,True,False,False,2785.0,2479,0.8901256732495512
2,2,0,True,False,True,233.0,391,1.6781115879828326
2,2,0,True,True,False,722.0,869,1.203601108033241
2,2,0,True,True,True,225.0,473,2.102222222222222
2,2,1,False,False,False,11009.0,2921,0.26532836769915524
2,2,1,False,False,True,493.0,435,0.8823529411764706
2,2,1,False,True,False,1703.0,1020,0.5989430416911333
2,2,1,False,True,True,527.0,674,1.2789373814041747
2,2,1,True,False,False,3331.0,1603,0.48123686580606423
2,2,1,True,False,True,516.0,546,1.058139534883721
2,2,1,True,True,False,1326.0,1088,0.8205128205128205
2,2,1,True,True,True,463.0,670,1.4470842332613392
2,2,2,False,False,False,9068.0,824,0.09086898985443317
2,2,2,False,False,True,986.0,312,0.31643002028397565
2,2,2,False,True,False,2385.0,541,0.22683438155136268
2,2,2,False,True,True,756.0,317,0.4193121693121693
2,2,2,True,False,False,3627.0,772,0.21284808381582576
2,2,2,True,False,True,640.0,274,0.428125
2,2,2,True,True,False,1626.0,599,0.3683886838868389
2,2,2,True,True,True,637.0,411,0.6452119309262166
2,2,3,False,False,False,0,0,0
2,2,3,False,False,True,0,0,0
2,2,3,False,True,False,0,0,0
2,2,3,False,True,True,0,0,0
2,2,3,True,False,False,0,0,0
2,2,3,True,False,True,0,0,0
2,2,3,True,True,False,0,0,0
2,2,3,True,True,True,0,0,0
2,3,0,False,False,False,32342.0,8863,0.27403994805516046
2,3,0,False,False,True,1363.0,1360,0.9977989728539985
2,3,0,False,True,False,4561.0,3267,0.7162902872177154
2,3,0,False,True,True,1232.0,1706,1.3847402597402598
2,3,0,True,False,False,13240.0,7154,0.5403323262839879
2,3,0,True,False,True,2089.0,2474,1.1842987075155578
2,3,0,True,True,False,4727.0,4504,0.9528242013962344
2,3,0,True,True,True,1616.0,2585,1.5996287128712872
2,3,1,False,False,False,25708.0,2692,0.10471448576318655
2,3,1,False,False,True,2283.0,839,0.36749890494962767
2,3,1,False,True,False,5603.0,1795,0.3203640906657148
2,3,1,False,True,True,1357.0,767,0.5652173913043478
2,3,1,True,False,False,13391.0,3232,0.24135613471734746
2,3,1,True,False,True,2903.0,1556,0.5359972442301068
2,3,1,True,True,False,5660.0,2691,0.4754416961130742
2,3,1,True,True,True,2136.0,1663,0.778558052434457
2,3,2,False,False,False,0,0,0
2,3,2,False,False,True,0,0,0
2,3,2,False,True,False,0,0,0
2,3,2,False,True,True,0,0,0
2,3,2,True,False,False,0,0,0
2,3,2,True,False,True,0,0,0
2,3,2,True,True,False,0,0,0
2,3,2,True,True,True,0,0,0
2,3,3,False,False,False,0,0,0
2,3,3,False,False,True,0,0,0
2,3,3,False,True,False,0,0,0
2,3,3,False,True,True,0,0,0
2,3,3,True,False,False,0,0,0
2,3,3,True,False,True,0,0,0
2,3,3,True,True,False,0,0,0
2,3,3,True,True,True,0,0,0
3,0,0,False,False,False,1598.0,1197,0.7490613266583229
3,0,0,False,False,True,23.0,40,1.7391304347826086
3,0,0,False,True,False,164.0,229,1.396341463414634
3,0,0,False,True,True,40.0,96,2.4
3,0,0,True,False,False,411.0,467,1.1362530413625305
3,0,0,True,False,True,25.0,60,2.4
3,0,0,True,True,False,110.0,212,1.9272727272727272
3,0,0,True,True,True,30.0,77,2.566666666666667
3,0,1,False,False,False,1164.0,455,0.390893470790378
3,0,1,False,False,True,99.0,108,1.0909090909090908
3,0,1,False,True,False,240.0,224,0.9333333333333333
3,0,1,False,True,True,76.0,104,1.368421052631579
3,0,1,True,False,False,463.0,416,0.8984881209503239
3,0,1,True,False,True,68.0,107,1.5735294117647058
3,0,1,True,True,False,192.0,275,1.4322916666666667
3,0,1,True,True,True,62.0,129,2.0806451612903225
3,0,2,False,False,False,1000.0,155,0.155
3,0,2,False,False,True,132.0,77,0.5833333333333334
3,0,2,False,True,False,337.0,156,0.4629080118694362
3,0,2,False,True,True,106.0,73,0.6886792452830188
3,0,2,True,False,False,502.0,177,0.35258964143426297
3,0,2,True,False,True,118.0,117,0.9915254237288136
3,0,2,True,True,False,215.0,183,0.8511627906976744
3,0,2,True,True,True,94.0,128,1.3617021276595744
3,0,3,False,False,False,0,0,0
3,0,3,False,False,True,0,0,0
3,0,3,False,True,False,0,0,0
3,0,3,False,True,True,0,0,0
3,0,3,True,False,False,0,0,0
3,0,3,True,False,True,0,0,0
3,0,3,True,True,False,0,0,0
3,0,3,True,True,True,0,0,0
3,1,0,False,False,False,3610.0,2456,0.6803324099722992
3,1,0,False,False,True,55.0,72,1.309090909090909
3,1,0,False,True,False,347.0,439,1.2651296829971181
3,1,0,False,True,True,66.0,114,1.7272727272727273
3,1,0,True,False,False,744.0,746,1.0026881720430108
3,1,0,True,False,True,58.0,125,2.1551724137931036
3,1,0,True,True,False,195.0,370,1.8974358974358974
3,1,0,True,True,True,54.0,125,2.314814814814815
3,1,1,False,False,False,2701.0,969,0.3587560162902629
3,1,1,False,False,True,170.0,171,1.0058823529411764
3,1,1,False,True,False,546.0,478,0.8754578754578755
3,1,1,False,True,True,141.0,203,1.4397163120567376
3,1,1,True,False,False,933.0,694,0.7438370846730975
3,1,1,True,False,True,124.0,184,1.4838709677419355
3,1,1,True,True,False,329.0,389,1.182370820668693
3,1,1,True,True,True,85.0,182,2.1411764705882352
3,1,2,False,False,False,2282.0,374,0.16389132340052587
3,1,2,False,False,True,252.0,120,0.47619047619047616
3,1,2,False,True,False,691.0,296,0.4283646888567294
3,1,2,False,True,True,183.0,119,0.6502732240437158
3,1,2,True,False,False,1011.0,308,0.304648862512364
3,1,2,True,False,True,238.0,148,0.6218487394957983
3,1,2,True,True,False,464.0,266,0.5732758620689655
3,1,2,True,True,True,176.0,213,1.2102272727272727
3,1,3,False,False,False,0,0,0
3,1,3,False,False,True,0,0,0
3,1,3,False,True,False,0,0,0
3,1,3,False,True,True,0,0,0
3,1,3,True,False,False,0,0,0
3,1,3,True,False,True,0,0,0
3,1,3,True,True,False,0,0,0
3,1,3,True,True,True,0,0,0
3,2,0,False,False,False,8572.0,5134,0.5989267382174521
3,2,0,False,False,True,137.0,218,1.5912408759124088
3,2,0,False,True,False,778.0,827,1.062982005141388
3,2,0,False,True,True,113.0,201,1.7787610619469028
3,2,0,True,False,False,1531.0,1561,1.0195950359242325
3,2,0,True,False,True,132.0,278,2.106060606060606
3,2,0,True,True,False,389.0,683,1.755784061696658
3,2,0,True,True,True,129.0,360,2.7906976744186047
3,2,1,False,False,False,6639.0,2134,0.3214339508962193
3,2,1,False,False,True,371.0,344,0.9272237196765498
3,2,1,False,True,False,1182.0,928,0.7851099830795262
3,2,1,False,True,True,270.0,361,1.337037037037037
3,2,1,True,False,False,2020.0,1127,0.557920792079208
3,2,1,True,False,True,254.0,322,1.2677165354330708
3,2,1,True,True,False,719.0,689,0.9582753824756607
3,2,1,True,True,True,232.0,424,1.8275862068965518
3,2,2,False,False,False,5584.0,832,0.1489971346704871
3,2,2,False,False,True,653.0,227,0.34762633996937214
3,2,2,False,True,False,1627.0,483,0.29686539643515675
3,2,2,False,True,True,532.0,227,0.4266917293233083
3,2,2,True,False,False,2179.0,591,0.27122533272143184
3,2,2,True,False,True,408.0,204,0.5
3,2,2,True,True,False,1049.0,536,0.5109628217349858
3,2,2,True,True,True,390.0,337,0.8641025641025641
3,2,3,False,False,False,0,0,0
3,2,3,False,False,True,0,0,0
3,2,3,False,True,False,0,0,0
3,2,3,False,True,True,0,0,0
3,2,3,True,False,False,0,0,0
3,2,3,True,False,True,0,0,0
3,2,3,True,True,False,0,0,0
3,2,3,True,True,True,0,0,0
3,3,0,False,False,False,32342.0,8863,0.27403994805516046
3,3,0,False,False,True,1363.0,1360,0.9977989728539985
3,3,0,False,True,False,4561.0,3267,0.7162902872177154
3,3,0,False,True,True,1232.0,1706,1.3847402597402598
3,3,0,True,False,False,13240.0,7154,0.5403323262839879
3,3,0,True,False,True,2089.0,2474,1.1842987075155578
3,3,0,True,True,False,4727.0,4504,0.9528242013962344
3,3,0,True,True,True,1616.0,2585,1.5996287128712872
3,3,1,False,False,False,25708.0,2692,0.10471448576318655
3,3,1,False,False,True,2283.0,839,0.36749890494962767
3,3,1,False,True,False,5603.0,1795,0.3203640906657148
3,3,1,False,True,True,1357.0,767,0.5652173913043478
3,3,1,True,False,False,13391.0,3232,0.24135613471734746
3,3,1,True,False,True,2903.0,1556,0.5359972442301068
3,3,1,True,True,False,5660.0,2691,0.4754416961130742
3,3,1,True,True,True,2136.0,1663,0.778558052434457
3,3,2,False,False,False,0,0,0
3,3,2,False,False,True,0,0,0
3,3,2,False,True,False,0,0,0
3,3,2,False,True,True,0,0,0
3,3,2,True,False,False,0,0,0
3,3,2,True,False,True,0,0,0
3,3,2,True,True,False,0,0,0
3,3,2,True,True,True,0,0,0
3,3,3,False,False,False,0,0,0
3,3,3,False,False,True,0,0,0
3,3,3,False,True,False,0,0,0
3,3,3,False,True,True,0,0,0
3,3,3,True,False,False,0,0,0
3,3,3,True,False,True,0,0,0
3,3,3,True,True,False,0,0,0
3,3,3,True,True,True,0,0,0
4,0,0,False,False,False,10857.0,9829,0.9053145436124159
4,0,0,False,False,True,938.0,1715,1.828358208955224
4,0,0,False,True,False,2693.0,3926,1.4578536947642036
4,0,0,False,True,True,746.0,1660,2.225201072386059
4,0,0,True,False,False,2693.0,3926,1.4578536947642036
4,0,0,True,False,True,746.0,1660,2.225201072386059
4,0,0,True,True,False,746.0,1660,2.225201072386059
4,0,0,True,True,True,746.0,1660,2.225201072386059
4,0,1,False,False,False,13240.0,7154,0.5403323262839879
4,0,1,False,False,True,2089.0,2474,1.1842987075155578
4,0,1,False,True,False,4727.0,4504,0.9528242013962344
4,0,1,False,True,True,1616.0,2585,1.5996287128712872
4,0,1,True,False,False,4727.0,4504,0.9528242013962344
4,0,1,True,False,True,1616.0,2585,1.5996287128712872
4,0,1,True,True,False,1616.0,2585,1.5996287128712872
4,0,1,True,True,True,1616.0,2585,1.5996287128712872
4,0,2,False,False,False,13391.0,3232,0.24135613471734746
4,0,2,False,False,True,2903.0,1556,0.5359972442301068
4,0,2,False,True,False,5660.0,2691,0.4754416961130742
4,0,2,False,True,True,2136.0,1663,0.778558052434457
4,0,2,True,False,False,5660.0,2691,0.4754416961130742
4,0,2,True,False,True,2136.0,1663,0.778558052434457
4,0,2,True,True,False,2136.0,1663,0.778558052434457
4,0,2,True,True,True,2136.0,1663,0.778558052434457
4,0,3,False,False,False,0,0,0
4,0,3,False,False,True,0,0,0
4,0,3,False,True,False,0,0,0
4,0,3,False,True,True,0,0,0
4,0,3,True,False,False,0,0,0
4,0,3,True,False,True,0,0,0
4,0,3,True,True,False,0,0,0
4,0,3,True,True,True,0,0,0
4,1,0,False,False,False,10857.0,9829,0.9053145436124159
4,1,0,False,False,True,938.0,1715,1.828358208955224
4,1,0,False,True,False,2693.0,3926,1.4578536947642036
4,1,0,False,True,True,746.0,1660,2.225201072386059
4,1,0,True,False,False,2693.0,3926,1.4578536947642036
4,1,0,True,False,True,746.0,1660,2.225201072386059
4,1,0,True,True,False,746.0,1660,2.225201072386059
4,1,0,True,True,True,746.0,1660,2.225201072386059
4,1,1,False,False,False,13240.0,7154,0.5403323262839879
4,1,1,False,False,True,2089.0,2474,1.1842987075155578
4,1,1,False,True,False,4727.0,4504,0.9528242013962344
4,1,1,False,True,True,1616.0,2585,1.5996287128712872
4,1,1,True,False,False,4727.0,4504,0.9528242013962344
4,1,1,True,False,True,1616.0,2585,1.5996287128712872
4,1,1,True,True,False,1616.0,2585,1.5996287128712872
4,1,1,True,True,True,1616.0,2585,1.5996287128712872
