balls,strikes,outs,is_first_base,is_second_base,is_third_base,total_runs,count,average_runs,0 runs,1 runs,2 runs,3 runs,4 runs,5 runs,6 runs,7 runs,8 runs,9 runs,10 runs,11 runs,12 runs,13 runs
0,1,2,False,False,True,353.0,1014,0.34812623274161736,784,152,46,22,8,1,1,0,0,0,0,0,0,0
0,1,2,False,True,False,712.0,2541,0.28020464384100746,2058,330,106,26,14,6,1,0,0,0,0,0,0,0
0,1,2,False,True,True,294.0,627,0.4688995215311005,490,25,79,27,3,1,1,1,0,0,0,0,0,0
0,1,2,True,False,False,1178.0,5742,0.20515499825844655,5087,300,230,94,22,7,1,1,0,0,0,0,0,0
0,1,2,True,False,True,546.0,1233,0.44282238442822386,938,156,68,44,17,8,0,2,0,0,0,0,0,0
0,1,2,True,True,False,1007.0,2494,0.4037690457097033,1969,256,118,104,36,9,0,2,0,0,0,0,0,0
0,1,2,True,True,True,600.0,921,0.6514657980456026,668,71,89,45,34,8,4,1,0,1,0,0,0,0
0,1,3,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,3,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,3,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,3,False,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,3,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,3,True,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,3,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,3,True,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,False,False,False,4645.0,10801,0.4300527728913989,8232,1374,659,326,131,50,16,6,3,1,3,0,0,0
0,2,0,False,False,True,101.0,75,1.3466666666666667,14,42,6,9,2,0,2,0,0,0,0,0,0,0
0,2,0,False,True,False,664.0,644,1.031055900621118,284,199,81,50,14,7,6,0,1,2,0,0,0,0
0,2,0,False,True,True,237.0,143,1.6573426573426573,35,38,40,16,5,6,0,3,0,0,0,0,0,0
0,2,0,True,False,False,1852.0,2513,0.7369677676084362,1589,395,306,125,55,23,10,6,3,1,0,0,0,0
0,2,0,True,False,True,315.0,193,1.6321243523316062,47,64,35,23,17,3,1,1,2,0,0,0,0,0
0,2,0,True,True,False,637.0,557,1.1436265709156195,271,119,61,58,27,15,5,0,0,1,0,0,0,0
0,2,0,True,True,True,271.0,146,1.856164383561644,30,43,34,16,13,5,1,3,1,0,0,0,0,0
0,2,1,False,False,False,1823.0,8018,0.2273634322773759,6952,600,282,121,36,18,4,3,1,1,0,0,0,0
0,2,1,False,False,True,322.0,339,0.9498525073746312,132,138,34,25,9,1,0,0,0,0,0,0,0,0
0,2,1,False,True,False,722.0,1143,0.63167104111986,706,268,106,34,17,3,8,0,0,1,0,0,0,0
0,2,1,False,True,True,416.0,304,1.368421052631579,133,52,58,24,18,11,7,1,0,0,0,0,0,0
0,2,1,True,False,False,1340.0,3090,0.4336569579288026,2425,268,228,98,54,9,2,2,1,3,0,0,0,0
0,2,1,True,False,True,425.0,450,0.9444444444444444,183,171,55,25,14,0,1,1,0,0,0,0,0,0
0,2,1,True,True,False,913.0,1122,0.8137254901960784,699,164,119,88,33,11,3,2,0,2,1,0,0,0
0,2,1,True,True,True,398.0,348,1.1436781609195403,164,79,50,22,18,9,6,0,0,0,0,0,0,0
0,2,2,False,False,False,442.0,6338,0.06973808772483434,6051,186,62,29,5,5,0,0,0,0,0,0,0,0
0,2,2,False,False,True,151.0,544,0.2775735294117647,441,71,21,7,3,1,0,0,0,0,0,0,0,0
0,2,2,False,True,False,312.0,1372,0.22740524781341107,1148,159,48,11,6,0,0,0,0,0,0,0,0,0
0,2,2,False,True,True,130.0,373,0.3485254691689008,313,10,35,13,1,0,0,1,0,0,0,0,0,0
0,2,2,True,False,False,498.0,2943,0.1692150866462793,2657,149,86,35,11,3,1,1,0,0,0,0,0,0
0,2,2,True,False,True,240.0,618,0.3883495145631068,498,52,35,22,7,2,0,2,0,0,0,0,0,0
0,2,2,True,True,False,395.0,1272,0.31053459119496857,1052,118,47,40,12,3,0,0,0,0,0,0,0,0
0,2,2,True,True,True,243.0,503,0.4831013916500994,394,37,33,20,16,2,1,0,0,0,0,0,0,0
0,2,3,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,3,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,3,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,3,False,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,3,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,3,True,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,3,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,3,True,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,False,False,False,8150.0,29501,0.276261821633165,24614,2884,1196,519,184,64,26,10,2,1,1,0,0,0
0,3,0,False,False,True,1150.0,1137,1.0114335971855761,385,523,124,69,23,5,3,3,2,0,0,0,0,0
0,3,0,False,True,False,2893.0,3976,0.72761569416499,2291,977,407,176,74,36,10,3,1,1,0,0,0,0
0,3,0,False,True,True,1550.0,1102,1.4065335753176043,342,314,247,114,46,25,8,5,1,0,0,0,0,0
0,3,0,True,False,False,6554.0,11981,0.5470328019363992,8662,1394,1116,504,192,65,28,11,5,2,2,0,0,0
0,3,0,True,False,True,2226.0,1841,1.209125475285171,644,685,223,159,74,32,13,6,3,2,0,0,0,0
0,3,0,True,True,False,4021.0,4168,0.9647312859884837,2394,657,446,400,159,64,30,13,2,1,2,0,0,0
0,3,0,True,True,True,2266.0,1385,1.636101083032491,453,345,213,151,125,61,26,8,2,1,0,0,0,0
0,3,1,False,False,False,2481.0,23494,0.10560143015237933,21813,1139,365,124,35,10,6,2,0,0,0,0,0,0
0,3,1,False,False,True,760.0,2041,0.37236648701616853,1521,359,105,40,12,2,1,1,0,0,0,0,0,0
0,3,1,False,True,False,1606.0,5019,0.31998406056983464,3918,748,252,67,21,10,2,1,0,0,0,0,0,0
0,3,1,False,True,True,682.0,1222,0.55810147299509,910,59,172,57,17,3,3,1,0,0,0,0,0,0
0,3,1,True,False,False,2932.0,12123,0.24185432648684319,10509,721,592,212,63,19,5,2,0,0,0,0,0,0
0,3,1,True,False,True,1401.0,2586,0.5417633410672854,1844,384,162,131,41,14,6,3,0,1,0,0,0,0
0,3,1,True,True,False,2448.0,5034,0.4862932061978546,3808,557,294,252,89,25,3,3,1,1,1,0,0,0
0,3,1,True,True,True,1496.0,1858,0.8051668460710442,1228,193,204,93,102,27,7,2,1,1,0,0,0,0
0,3,2,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,2,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,2,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,2,False,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,2,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,2,True,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,2,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,2,True,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,3,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,3,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,3,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,3,False,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,3,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,3,True,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,3,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,3,True,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,False,False,False,8417.0,15156,0.5553576141462128,10654,2355,1164,541,249,119,39,15,10,5,2,1,1,1
1,0,0,False,False,True,171.0,119,1.4369747899159664,12,76,14,8,5,2,1,1,0,0,0,0,0,0
1,0,0,False,True,False,1247.0,979,1.2737487231869253,350,307,159,83,48,19,6,6,1,0,0,0,0,0
1,0,0,False,True,True,462.0,225,2.0533333333333332,47,44,60,32,20,14,5,2,1,0,0,0,0,0
1,0,0,True,False,False,3519.0,3664,0.9604257641921398,2046,618,518,265,105,67,22,13,5,2,0,2,1,0
1,0,0,True,False,True,524.0,279,1.8781362007168458,35,117,51,29,28,11,5,3,0,0,0,0,0,0
1,0,0,True,True,False,1402.0,899,1.5595105672969967,333,197,133,118,56,35,11,11,2,3,0,0,0,0
1,0,0,True,True,True,599.0,245,2.4448979591836735,44,45,47,36,38,21,7,4,2,1,0,0,0,0
1,0,1,False,False,False,3330.0,11147,0.29873508567327534,9188,1118,499,221,78,28,10,3,1,0,1,0,0,0
1,0,1,False,False,True,521.0,509,1.0235756385068762,183,214,67,26,10,3,3,2,1,0,0,0,0,0
1,0,1,False,True,False,1301.0,1652,0.7875302663438256,933,389,173,93,41,18,3,1,1,0,0,0,0,0
1,0,1,False,True,True,691.0,477,1.448637316561845,137,148,105,50,15,12,7,3,0,0,0,0,0,0
1,0,1,True,False,False,2567.0,4411,0.5819542053956019,3128,524,434,210,64,28,15,5,3,0,0,0,0,0
1,0,1,True,False,True,848.0,648,1.308641975308642,218,229,77,70,30,15,5,3,0,1,0,0,0,0
1,0,1,True,True,False,1599.0,1537,1.040338321405335,834,277,165,138,75,24,14,8,1,0,1,0,0,0
1,0,1,True,True,True,946.0,547,1.729433272394881,166,136,84,65,59,21,10,3,2,1,0,0,0,0
1,0,2,False,False,False,1109.0,9036,0.12273129703408588,8297,497,163,50,17,6,4,2,0,0,0,0,0,0
1,0,2,False,False,True,329.0,864,0.38078703703703703,628,174,40,17,3,1,0,1,0,0,0,0,0,0
1,0,2,False,True,False,725.0,2178,0.33287419651056016,1682,336,111,36,8,4,0,1,0,0,0,0,0,0
1,0,2,False,True,True,360.0,576,0.625,410,41,80,27,14,2,2,0,0,0,0,0,0,0
1,0,2,True,False,False,1214.0,4546,0.26704795424549055,3900,271,244,87,30,11,2,1,0,0,0,0,0,0
1,0,2,True,False,True,618.0,982,0.6293279022403259,673,144,69,67,20,3,4,1,0,1,0,0,0,0
1,0,2,True,True,False,1061.0,1914,0.5543364681295716,1410,208,129,109,39,12,3,1,1,1,1,0,0,0
1,0,2,True,True,True,675.0,721,0.9361997226074896,438,91,85,37,51,16,2,1,0,0,0,0,0,0
1,0,3,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,False,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,True,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,True,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,False,False,False,8241.0,16474,0.500242806847153,11985,2381,1178,521,235,101,38,19,11,4,0,1,0,0
1,1,0,False,False,True,210.0,135,1.5555555555555556,17,73,21,12,6,3,1,2,0,0,0,0,0,0
1,1,0,False,True,False,1158.0,989,1.1708796764408493,404,285,157,69,42,19,5,5,3,0,0,0,0,0
1,1,0,False,True,True,451.0,227,1.986784140969163,40,56,67,24,20,13,5,2,0,0,0,0,0,0
1,1,0,True,False,False,3164.0,3469,0.9120784087633323,2021,560,442,240,111,54,18,12,6,4,1,0,0,0
1,1,0,True,False,True,491.0,280,1.7535714285714286,47,106,58,37,17,6,5,3,0,1,0,0,0,0
1,1,0,True,True,False,1300.0,878,1.4806378132118452,365,177,118,94,65,31,15,8,3,1,0,1,0,0
1,1,0,True,True,True,617.0,262,2.354961832061069,46,51,59,38,32,22,7,3,3,1,0,0,0,0
1,1,1,False,False,False,3246.0,12017,0.270117333777149,10077,1147,480,193,72,27,14,5,1,0,1,0,0,0
1,1,1,False,False,True,427.0,461,0.9262472885032538,184,187,56,22,6,2,1,2,1,0,0,0,0,0
1,1,1,False,True,False,1275.0,1763,0.7231990924560409,1017,433,181,83,28,13,4,2,2,0,0,0,0,0
1,1,1,False,True,True,633.0,459,1.3790849673202614,159,110,106,51,15,13,2,3,0,0,0,0,0,0
1,1,1,True,False,False,2258.0,4266,0.5293014533520862,3129,460,394,185,58,26,9,3,1,0,1,0,0,0
1,1,1,True,False,True,700.0,608,1.1513157894736843,231,215,71,52,23,8,4,2,1,1,0,0,0,0
1,1,1,True,True,False,1350.0,1480,0.9121621621621622,884,215,146,149,50,24,8,4,0,0,0,0,0,0
1,1,1,True,True,True,852.0,526,1.6197718631178708,183,122,72,66,50,19,9,2,2,1,0,0,0,0
1,1,2,False,False,False,1022.0,9671,0.10567676558783994,8995,445,148,59,18,4,2,0,0,0,0,0,0,0
1,1,2,False,False,True,329.0,897,0.36677814938684505,670,152,51,21,3,0,0,0,0,0,0,0,0,0
1,1,2,False,True,False,621.0,2217,0.28010825439783493,1789,300,87,25,9,6,1,0,0,0,0,0,0,0
1,1,2,False,True,True,289.0,586,0.4931740614334471,445,39,73,18,7,2,2,0,0,0,0,0,0,0
1,1,2,True,False,False,967.0,4303,0.22472693469672322,3788,210,200,73,23,8,1,0,0,0,0,0,0,0
1,1,2,True,False,True,491.0,927,0.5296655879180151,675,127,50,50,15,7,2,1,0,0,0,0,0,0
1,1,2,True,True,False,879.0,1942,0.4526261585993821,1513,190,102,92,29,10,2,3,0,0,1,0,0,0
1,1,2,True,True,True,562.0,716,0.7849162011173184,486,60,82,36,37,11,3,0,0,1,0,0,0,0
1,1,3,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,False,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,True,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,3,True,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,0,False,False,False,7068.0,15932,0.44363545066532767,12028,2080,1049,457,184,76,31,11,7,6,3,0,0,0
1,2,0,False,False,True,154.0,123,1.2520325203252032,27,67,15,6,4,2,1,1,0,0,0,0,0,0
1,2,0,False,True,False,1028.0,1016,1.0118110236220472,449,316,135,70,22,12,5,3,3,1,0,0,0,0
1,2,0,False,True,True,381.0,212,1.7971698113207548,54,48,55,19,21,9,5,1,0,0,0,0,0,0
1,2,0,True,False,False,2431.0,3236,0.7512360939431397,2057,519,342,172,81,34,12,11,3,5,0,0,0,0
1,2,0,True,False,True,484.0,257,1.8832684824902723,52,78,46,48,16,4,7,4,2,0,0,0,0,0
1,2,0,True,True,False,962.0,779,1.2349165596919127,377,147,96,77,44,22,10,3,2,1,0,0,0,0
1,2,0,True,True,True,449.0,215,2.088372093023256,46,51,50,22,21,11,8,4,1,1,0,0,0,0
1,2,1,False,False,False,2658.0,11700,0.2271794871794872,10074,974,397,175,49,22,5,3,1,0,0,0,0,0
1,2,1,False,False,True,400.0,490,0.8163265306122449,231,172,51,22,12,1,0,1,0,0,0,0,0,0
1,2,1,False,True,False,1092.0,1714,0.6371061843640606,1037,417,155,71,23,6,5,0,0,0,0,0,0,0
1,2,1,False,True,True,651.0,507,1.2840236686390532,208,104,111,43,18,16,5,2,0,0,0,0,0,0
1,2,1,True,False,False,1779.0,3953,0.45003794586390083,3070,338,321,136,64,15,5,3,0,1,0,0,0,0
1,2,1,True,False,True,518.0,529,0.9792060491493384,250,144,75,30,20,7,2,1,0,0,0,0,0,0
1,2,1,True,True,False,1317.0,1511,0.871608206485771,922,197,169,154,40,19,5,5,0,0,0,0,0,0
1,2,1,True,True,True,690.0,527,1.3092979127134725,228,116,66,64,29,15,6,1,2,0,0,0,0,0
1,2,2,False,False,False,665.0,9292,0.07156693930262592,8823,330,95,34,7,3,0,0,0,0,0,0,0,0
1,2,2,False,False,True,273.0,908,0.30066079295154186,710,146,32,17,3,0,0,0,0,0,0,0,0,0
1,2,2,False,True,False,486.0,2264,0.2146643109540636,1925,237,73,15,12,2,0,0,0,0,0,0,0,0
1,2,2,False,True,True,242.0,619,0.39095315024232635,500,41,51,19,4,1,0,3,0,0,0,0,0,0
1,2,2,True,False,False,737.0,3915,0.18825031928480204,3518,178,133,62,15,8,0,1,0,0,0,0,0,0
1,2,2,True,False,True,317.0,776,0.40850515463917525,604,91,33,36,8,4,0,0,0,0,0,0,0,0
1,2,2,True,True,False,660.0,1755,0.37606837606837606,1416,164,81,61,23,7,0,2,0,0,1,0,0,0
1,2,2,True,True,True,363.0,677,0.5361890694239291,516,54,44,41,16,5,0,0,0,1,0,0,0,0
1,2,3,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,3,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,3,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,3,False,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,3,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,3,True,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,3,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,3,True,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,0,False,False,False,8150.0,29501,0.276261821633165,24614,2884,1196,519,184,64,26,10,2,1,1,0,0,0
1,3,0,False,False,True,1150.0,1137,1.0114335971855761,385,523,124,69,23,5,3,3,2,0,0,0,0,0
1,3,0,False,True,False,2893.0,3976,0.72761569416499,2291,977,407,176,74,36,10,3,1,1,0,0,0,0
1,3,0,False,True,True,1550.0,1102,1.4065335753176043,342,314,247,114,46,25,8,5,1,0,0,0,0,0
1,3,0,True,False,False,6554.0,11981,0.5470328019363992,8662,1394,1116,504,192,65,28,11,5,2,2,0,0,0
1,3,0,True,False,True,2226.0,1841,1.209125475285171,644,685,223,159,74,32,13,6,3,2,0,0,0,0
1,3,0,True,True,False,4021.0,4168,0.9647312859884837,2394,657,446,400,159,64,30,13,2,1,2,0,0,0
1,3,0,True,True,True,2266.0,1385,1.636101083032491,453,345,213,151,125,61,26,8,2,1,0,0,0,0
1,3,1,False,False,False,2481.0,23494,0.10560143015237933,21813,1139,365,124,35,10,6,2,0,0,0,0,0,0
1,3,1,False,False,True,760.0,2041,0.37236648701616853,1521,359,105,40,12,2,1,1,0,0,0,0,0,0
1,3,1,False,True,False,1606.0,5019,0.31998406056983464,3918,748,252,67,21,10,2,1,0,0,0,0,0,0
1,3,1,False,True,True,682.0,1222,0.55810147299509,910,59,172,57,17,3,3,1,0,0,0,0,0,0
1,3,1,True,False,False,2932.0,12123,0.24185432648684319,10509,721,592,212,63,19,5,2,0,0,0,0,0,0
1,3,1,True,False,True,1401.0,2586,0.5417633410672854,1844,384,162,131,41,14,6,3,0,1,0,0,0,0
1,3,1,True,True,False,2448.0,5034,0.4862932061978546,3808,557,294,252,89,25,3,3,1,1,1,0,0,0
1,3,1,True,True,True,1496.0,1858,0.8051668460710442,1228,193,204,93,102,27,7,2,1,1,0,0,0,0
1,3,2,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,2,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,2,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,2,False,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,2,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,2,True,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,2,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,2,True,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,3,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,3,False,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,3,False,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,3,False,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,3,True,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,3,True,False,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,3,True,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,3,3,True,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,False,False,False,3090.0,4941,0.6253794778384942,3325,808,437,205,94,44,16,5,3,1,1,1,1,0
2,0,0,False,False,True,72.0,54,1.3333333333333333,4,39,4,4,2,1,0,0,0,0,0,0,0,0
